04:13:32;/home/runner/work/bytecode-viewer/bytecode-viewer/;starting_build_uses20_20;CREATE
04:13:32;/home/runner/work/bytecode-viewer/bytecode-viewer/;starting_build_uses20_20;OPEN
04:13:32;/home/runner/work/bytecode-viewer/bytecode-viewer/;starting_build_uses20_20;ATTRIB
04:13:32;/home/runner/work/bytecode-viewer/bytecode-viewer/;starting_build_uses20_20;CLOSE_WRITE,CLOSE
04:13:32;/home/runner/work/bytecode-viewer/bytecode-viewer/;starting_build_uses20_20;DELETE
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;;OPEN,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;;ACCESS,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;;CLOSE_NOWRITE,CLOSE,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;.git;CREATE,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;.git;OPEN,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;.git;ACCESS,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/;.git;CLOSE_NOWRITE,CLOSE,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;branches;CREATE,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;branches;OPEN,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;branches;ACCESS,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;branches;CLOSE_NOWRITE,CLOSE,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;hooks;CREATE,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;hooks;OPEN,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;hooks;ACCESS,ISDIR
04:13:34;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/;hooks;CLOSE_NOWRITE,CLOSE,ISDIR
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-rebase.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-rebase.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-rebase.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-rebase.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;fsmonitor-watchman.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;fsmonitor-watchman.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;fsmonitor-watchman.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;fsmonitor-watchman.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;push-to-checkout.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;push-to-checkout.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;push-to-checkout.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;push-to-checkout.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;update.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;update.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;update.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;update.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;commit-msg.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;commit-msg.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;commit-msg.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;commit-msg.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-merge-commit.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-merge-commit.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-merge-commit.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-merge-commit.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;applypatch-msg.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;applypatch-msg.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;applypatch-msg.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;applypatch-msg.sample;CLOSE_WRITE,CLOSE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-push.sample;CREATE
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-push.sample;OPEN
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-push.sample;MODIFY
04:13:35;/home/runner/work/bytecode-viewer/bytecode-viewer/.git/hooks/;pre-push.sample;CLOSE_WRITE,CLOSE
